time,policy_name,state,carbon_similarity,cluster,tsne_x,tsne_y
201208,海南省人民政府办公厅关于建立保护发展森林资源目标责任制的通知,海南,0.5018473267555237,2,-51.631226,9.92015
201202,"海南省人民政府办公厅关于印发海南省
2012年金融服务项目建设年和金融
改革创新指导意见的通知",海南,0.5010446906089783,4,-16.62896,-35.82435
201202,海南省人民政府办公厅关于印发海南省公共机构节能“ 十二五”规划和海南省公共机构既有建筑节能改造总体方案的通知,海南,0.5879241228103638,3,-22.20495,34.83178
201111,"海南省人民政府办公厅转发
省发展改革委省财政厅省交通运输厅
关于进一步完善投融资政策促进普通公路
持续健康发展实施意见的通知",海南,0.5098353624343872,5,-7.937294,-32.65568
201105,"海南省人民政府办公厅关于印发
2011年度海南生态省建设工作意见的通知",海南,0.5829556584358215,2,-49.62704,13.188222
201009,海南省人民政府办公厅关于印发2010年度海南生态省建设工作意见的通知,海南,0.5738511681556702,2,-49.885094,12.77318
200906,"海南省人民政府办公厅关于印发
节能统计指标体系和监测体系实施方案的通知",海南,0.5671825408935547,5,-22.85904,36.511086
200902,海南省人民政府办公厅关于印发海南省贯彻《公共机构节能条例》实施方案的通知,海南,0.5794824957847595,3,-21.66142,35.221184
200810,海南省人民政府办公厅转发省发展和改革委员会省建设厅省科技厅关于推动海南省太阳能规模化利用实施意见的通知,海南,0.5262285470962524,5,-5.498698,12.800236
200809,"海南省人民政府办公厅关于印发
海南省主要污染物总量减排考核办法的通知",海南,0.554394543170929,2,-28.915388,31.828062
200809,海南省人民政府办公厅关于印发海南省节能目标责任评价考核暂行办法的通知,海南,0.5650151371955872,3,-22.342863,36.41514
200807,海南省人民政府办公厅关于加快推进全省城镇生活污水处理设施建设的实施意见,海南,0.5221400260925293,2,-32.205963,6.7507195
200806,"海南省人民政府办公厅转发省政府金融办、
人行海口中心支行、海南银监局、海南证监局、
海南保监局关于金融支持社会主义新农村建设指导意见的通知",海南,0.5150821208953857,4,-17.888111,-37.117058
200805,"海南省人民政府办公厅关于印发
2008年度海南生态省建设工作意见的通知",海南,0.5834861993789673,2,-49.254467,12.73359
200802,"海南省人民政府办公厅关于
保障市场供应加强价格监管的实施意见",海南,0.5095911622047424,5,9.171091,-43.137424
200708,"海南省人民政府办公厅关于
严格执行公共建筑空调温度控制标准的通知",海南,0.5092376470565796,5,-20.200338,35.35068
200708,"海南省人民政府办公厅印发
《 2007年度海南生态省建设工作意见》的通知",海南,0.5533737540245056,2,-51.16028,11.981613
200707,"海南省人民政府办公厅关于
印发矿产资源开发整合总体方案的通知",海南,0.5233259797096252,6,53.332893,-9.225487
200704,海南省人民政府办公厅关于加强建筑节能工作的通知,海南,0.594724178314209,1,-11.6645565,6.5777936
200701,"海南省人民政府办公厅关于下达十一五期间
市县单位生产总值能源消耗降低指标计划和
重点耗能企业能源消耗降低指标计划的通知",海南,0.6322393417358398,5,-6.418924,25.403347
200612,"海南省人民政府办公厅
关于完善差别电价政策的通知",海南,0.6045070886611938,5,30.519255,18.428846
200612,"海南省人民政府办公厅关于印发海南省
落实十一五期间主要污染物排放总量控制指标工作方案的通知",海南,0.5443543195724487,2,-27.734676,32.083897
200610,"海南省人民政府办公厅关于
成立海南西部燃煤电厂项目领导小组的通知",海南,0.5409930348396301,5,24.18639,3.1067357
200610,"海南省人民政府办公厅转发国务院办公厅关于
内蒙古自治区人民政府制止违规建设电站不力并酿成重大事故通报的通知",海南,0.5844123959541321,5,21.0774,-25.897251
200608,"海南省人民政府办公厅关于印发海南省省级
森林生态效益补偿实施方案的通知",海南,0.512535810470581,2,-52.29254,10.329468
200606,"海南省人民政府办公厅关于印发
2006年度海南生态省建设工作意见的通知",海南,0.5459632277488708,2,-51.37255,11.905718
200606,海南省人民政府办公厅关于开展新农村建设专项检查的通知,海南,0.525526762008667,5,-13.650401,-19.245245
200606,"海南省人民政府办公厅关于推进
成品油价格形成机制综合改革工作的通知",海南,0.5141666531562805,5,36.883396,-11.409139
200606,海南省人民政府办公厅关于印发2006年度海南生态省建设工作意见的通知,海南,0.5408152341842651,2,-51.40658,12.247509
200604,海南省人民政府办公厅关于海南西环铁路提速改造工程“三电”迁改费用问题的复函,海南,0.5015239715576172,5,25.406551,3.2561643
200604,海南省人民政府办公厅关于参加第六次全国环境保护电视电话会议的通知,海南,0.5462862253189087,5,-33.896744,3.6798637
200604,海南省人民政府办公厅关于报送开发性金融合作进展情况的通知,海南,0.505634605884552,5,-17.534126,-38.778023
200603,海南省人民政府办公厅关于贯彻落实第三届中国环境与发展国际合作委员会第四次会议给中国政府的政策建议的通知,海南,0.5775187015533447,5,-33.874397,3.3109715
200603,海南省人民政府办公厅关于举办防止外来生物入侵与海南生态省建设报告会的通知,海南,0.5142859220504761,5,-54.664722,13.469714
200603,海南省人民政府办公厅关于邀请宋大祥院士来琼作学术报告的函,海南,0.5139486789703369,5,-54.60672,13.466663
200603,"海南省人民政府办公厅关于深入开展整治违法排污企业
保障群众健康环保专项行动的通知",海南,0.5201332569122314,2,-38.037216,0.79082143
200603,"海南省人民政府办公厅转发省减轻企业负担工作协调
小组办公室关于２００５年企业
治乱减负工作实施方案的通知",海南,0.5031634569168091,5,4.261734,-18.376616
200603,海南省人民政府办公厅关于印发改善金融服务优化投资环境活动实施方案的通知,海南,0.5026775002479553,4,-16.227385,-35.383034
200603,海南省人民政府办公厅关于印发2005年海南生态省建设计划的通知,海南,0.5288965702056885,2,-51.893467,11.833376
200601,转发省发展与改革厅关于做好2005年电力迎峰度夏工作意见的通知,海南,0.5713110566139221,5,30.633259,9.5297785
202506,天津市人民政府办公厅关于印发天津市碳排放权交易管理暂行办法的通知,天津,0.617032527923584,5,-18.925982,15.555272
202411,天津市人民政府关于天津市大气环境质量达标规划的批复,天津,0.5134978294372559,5,-23.166018,12.840852
202401,天津市人民政府办公厅关于印发天津市低效用地再开发试点工作实施方案的通知,天津,0.5200867652893066,5,-21.72603,-6.8072352
202305,天津市人民政府关于天津市国土空间生态修复规划（2021—2035年）的批复,天津,0.5131099820137024,5,-21.728172,10.473761
202302,天津市人民政府关于调整高污染燃料禁燃区范围的通告,天津,0.5258582234382629,5,-23.302137,16.671373
202302,天津市人民政府办公厅关于印发天津市重点污染物排放总量控制管理办法（试行）的通知,天津,0.511327862739563,2,-20.94029,14.712655
202301,天津市人民政府关于印发天津市废旧物资循环利用体系建设实施方案的通知,天津,0.5077596306800842,4,-22.476662,-7.2360377
202209,天津市人民政府关于印发天津市碳达峰实施方案的通知,天津,0.5691705346107483,4,-15.828423,14.83142
202205,天津市人民政府关于印发天津市“十四五”节能减排工作实施方案的通知,天津,0.580889880657196,3,-15.71815,15.561196
202203,天津市人民政府关于印发天津市加快建立健全绿色低碳循环发展经济体系实施方案的通知,天津,0.6242180466651917,4,-15.818872,14.14319
202201,天津市人民政府办公厅关于印发天津市生态环境保护“十四五”规划的通知,天津,0.5104550719261169,2,-23.513494,11.884598
202006,天津市人民政府办公厅关于印发天津市碳排放权交易管理暂行办法的通知,天津,0.5758461356163025,5,-19.32319,16.536972
202001,天津市人民政府办公厅关于印发天津市氢能产业发展行动方案（2020—2022年）的通知,天津,0.505882203578949,4,8.186609,10.21674
201811,天津市人民政府关于扩大高污染燃料禁燃区范围的通告,天津,0.511171281337738,5,-23.334,16.648556
201810,天津市人民政府办公厅关于印发天津市新能源产业发展三年行动计划（2018—2020年）的通知,天津,0.5334485769271851,0,8.186079,10.242143
201810,天津市人民政府办公厅关于印发《天津市2018—2019年秋冬季大气污染综合治理攻坚行动方案》的通知,天津,0.5032698512077332,2,-23.002842,15.113962
201806,天津市人民政府办公厅关于印发天津市碳排放权交易管理暂行办法的通知,天津,0.5779187083244324,5,-19.308046,16.504969
201803,天津市绿色建筑管理规定,天津,0.6046701073646545,1,-16.552162,3.6199713
201711,天津市人民政府关于印发天津市居民冬季清洁取暖工作方案的通知,天津,0.5546498894691467,5,-23.032194,15.285022
201711,天津市人民政府办公厅关于印发天津石化产业调结构促转型增效益实施方案的通知,天津,0.5707781910896301,4,12.646909,-12.934813
201710,天津市人民政府办公厅转发市建委关于促进我市建筑业持续健康发展实施意见的通知,天津,0.5027814507484436,1,-13.240139,-3.7785363
202309,"广东省人民政府办公厅关于鼓励和支持社会资本参与生态保护修复的实施意见
                    ",广东,0.5863314867019653,2,-58.2046,2.991127
202110,"广东省人民政府关于印发广东省生态文明建设“十四五”规划的通知
                    ",广东,0.5412229895591736,5,-25.16046,24.280577
201903,"广东省人民政府办公厅关于印发广东省推进运输结构调整实施方案的通知
                    ",广东,0.5415933132171631,5,-6.339049,-6.443152
201812,"广东省人民政府关于印发广东省促进天然气利用实施方案的通知
                    ",广东,0.5248715877532959,5,28.139532,-3.0642383
201805,"广东省人民政府办公厅关于印发广东省广州市建设绿色金融改革创新试验区实施细则的通知
                    ",广东,0.6401210427284241,4,-23.66023,-41.75869
201803,"广东省人民政府办公厅关于2017年度全省森林资源保护和发展目标责任制考核结果的通报
                    ",广东,0.5063650608062744,2,-50.504734,7.6389604
201707,"广东省人民政府关于转发《中国人民银行等七部委关于印发〈广东省广州市建设绿色金融改革创新试验区总体方案〉的通知》的通知
                    ",广东,0.6085963249206543,4,-23.680704,-41.809322
201707,"广东省人民政府办公厅关于建立预防与打击违法处理垃圾行为长效机制的意见
                    ",广东,0.5012761950492859,2,-26.498203,-6.317984
201706,"广东省人民政府办公厅转发国务院办公厅关于创新管理优化服务培育壮大经济发展新动能加快新旧动能接续转换意见的通知
                    ",广东,0.5168840289115906,4,7.837472,1.6275928
201705,"广东省人民政府关于印发广东省“十三五”控制温室气体排放工作实施方案的通知
                    ",广东,0.5511649250984192,4,-20.478653,29.127523
201705,"广东省人民政府关于彻底淘汰我省钢铁行业落后产能及违规新增产能的通告
                    ",广东,0.5048367977142334,5,22.810469,-3.9382439
201705,"广东省人民政府办公厅关于印发广东省控制污染物排放许可制实施计划的通知
                    ",广东,0.5204069018363953,2,-33.03074,15.664661
201702,"广东省人民政府办公厅转发国务院办公厅关于江苏华达钢铁有限公司和河北安丰钢铁有限公司违法违规行为调查处理情况通报的通知
                    ",广东,0.5223917365074158,5,23.805592,-6.463892
201701,"广东省人民政府办公厅关于印发广东省生态文明建设“十三五”规划的通知
                    ",广东,0.505075991153717,5,-25.358578,24.248272
201701,"广东省人民政府办公厅转发国务院办公厅关于建立统一的绿色产品标准、认证、标识体系意见的通知
                    ",广东,0.5335003137588501,4,-16.498648,-9.745089
201612,"广东省人民政府办公厅关于健全生态保护补偿机制的实施意见
                    ",广东,0.5092188715934753,2,-55.484695,6.741187
201611,"广东省人民政府办公厅关于营造良好市场环境促进有色金属工业调结构促转型增效益的实施意见
                    ",广东,0.5406468510627747,4,15.806405,-11.059061
201610,"广东省人民政府办公厅转发国务院办公厅关于石化产业调结构促转型增效益指导意见的通知
                    ",广东,0.5711262822151184,4,13.21757,-11.358888
201610,"广东省人民政府办公厅关于促进建材工业稳增长调结构增效益的实施意见
                    ",广东,0.5109976530075073,4,15.465677,-3.6918452
201602,"广东省人民政府关于印发广东省供给侧结构性改革总体方案（2016—2018年）及五个行动计划的通知
                    ",广东,0.5476251244544983,4,8.83792,0.80626214
201508,"广东省人民政府关于同意调整阳江核电项目近岸海域环境功能区划的批复
                    ",广东,0.5034374594688416,5,-24.139595,21.242167
201504,"广东省人民政府办公厅关于成立省油气输送管道安全隐患整改工作领导小组的通知
                    ",广东,0.5142377614974976,5,38.912674,-19.2023
201503,"广东省人民政府关于印发广东省工业转型升级攻坚战三年行动计划（2015-2017年）的通知
                    ",广东,0.5003325343132019,4,7.5478764,-0.16266134
201503,"广东省人民政府办公厅转发国务院办公厅关于推行环境污染第三方治理意见的通知
                    ",广东,0.5096795558929443,2,-36.438828,12.234254
201412,"广东省人民政府办公厅关于成立广东省绿色交通省创建工作领导小组的通知
                    ",广东,0.5049469470977783,5,-1.4791443,-50.144573
201410,"广东省人民政府办公厅关于印发广东省2014-2015年节能减排低碳发展行动方案的通知
                    ",广东,0.6298295259475708,3,-18.948378,29.180693
201410,"广东省人民政府办公厅关于推动新一轮技术改造促进产业转型升级的意见
                    ",广东,0.5151907801628113,4,7.5920477,0.3600505
201409,"广东省人民政府办公厅转发国务院办公厅关于加快新能源汽车推广应用指导意见的通知
                    ",广东,0.5115488767623901,0,12.947196,19.096842
201408,"广东省人民政府办公厅关于调整省应对气候变化及节能减排工作领导小组组成人员的通知
                    ",广东,0.5767521262168884,5,0.24950927,-50.277897
201408,"广东省人民政府办公厅关于促进节能环保产业发展的意见
                    ",广东,0.5900652408599854,3,-19.924673,24.99681
201404,"广东省人民政府关于印发加快我省循环经济发展实施方案的通知
                    ",广东,0.5405462384223938,4,-18.215532,24.26324
201404,"广东省人民政府办公厅关于调整珠江三角洲区域大气污染防治联席会议组成人员的通知
                    ",广东,0.5058826208114624,5,-0.7264038,-49.9326
201403,"广东省人民政府办公厅关于促进光伏产业健康发展的实施意见
                    ",广东,0.5168673396110535,4,14.958741,19.624056
201311,"广东省人民政府办公厅关于印发广东省绿色建筑行动实施方案的通知
                    ",广东,0.6333121657371521,1,-12.803005,2.654446
201311,"广东省人民政府办公厅关于印发广东省“十二五” 后半期主要污染物总量减排行动计划的通知
                    ",广东,0.540398120880127,2,-24.175426,28.164099
201310,"广东省人民政府办公厅关于印发支持和配合2013’中国国际绿色创新技术产品展工作方案的通知
                    ",广东,0.5872433185577393,5,-16.670599,-8.048799
201308,"广东省人民政府办公厅关于印发广东省“十二五”后半期节能行动计划的通知
                    ",广东,0.5887628793716431,3,-16.437366,30.285837
201308,"广东省人民政府办公厅关于印发加快推进广东省工业绿色发展战略实施方案的通知
                    ",广东,0.5784351229667664,4,-18.712084,24.619976
201302,"广东省人民政府办公厅转发国务院办公厅关于深化电煤市场化改革指导意见的通知
                    ",广东,0.5566301941871643,5,37.137722,3.6614203
201212,"广东省人民政府关于印发广东省“十二五”主要污染物总量减排实施方案的通知
                    ",广东,0.5737885236740112,2,-23.776327,28.188059
201212,"广东省人民政府关于印发广东省“十二五”主要污染物总量减排考核办法的通知
                    ",广东,0.5552912354469299,2,-25.015373,28.74886
201210,"广东省人民政府办公厅关于印发支持和配合2012’中国国际绿色创新技术产品展工作方案的通知
                    ",广东,0.59287428855896,5,-16.666388,-8.051406
201209,"广东省人民政府办公厅关于印发“十二五”重点行业（部门）节能工作任务分解方案的通知
                    ",广东,0.58263099193573,3,-17.161879,30.289316
201209,"广东省人民政府关于印发广东省碳排放权交易试点工作实施方案的通知
                    ",广东,0.6546846628189087,5,-20.810371,29.909187
201208,"广东省人民政府转发国务院关于印发“十二五”节能环保产业规划的通知
                    ",广东,0.5646080374717712,3,-20.222492,25.23192
201208,"广东省人民政府关于印发“十二五”控制温室气体排放工作实施方案的通知
                    ",广东,0.5640243887901306,4,-20.493681,29.125465
201208,"广东省人民政府转发国务院关于印发节能与新能源汽车产业发展规划（2012—2020年）的通知
                    ",广东,0.5436395406723022,0,12.435453,19.647789
201205,"关于推进我省稀土行业整合的意见
                    ",广东,0.5277084112167358,5,51.768284,-9.512551
201205,"印发广东省“十二五”节能减排综合性工作方案部门分工的通知
                    ",广东,0.627475380897522,3,-17.652954,30.206055
201205,"印发工业转型升级规划主要目标和重点任务分工落实方案的通知
                    ",广东,0.5111505389213562,4,7.159881,-1.0021782
201204,"印发广东省生态保护补偿办法的通知
                    ",广东,0.5038356184959412,2,-55.368755,6.9393973
201204,"印发关于加快我省环保产业发展意见的通知
                    ",广东,0.5614669322967529,4,-19.720467,23.924505
201203,"印发广东省“十二五”节能减排综合性工作方案的通知
                    ",广东,0.6313483119010925,3,-17.907162,29.324808
201203,"转发国务院关于印发工业转型升级规划（2011—2015年）的通知
                    ",广东,0.5289226770401001,4,7.2704844,-0.6648842
201202,"关于同意授予佛山市省林业生态市称号的批复
                    ",广东,0.5030739903450012,5,-49.2275,8.276977
201201,"转发国务院关于坚持科学发展安全发展促进安全生产形势持续稳定好转意见的通知
                    ",广东,0.565968930721283,6,2.2843578,-31.499344
201201,"转发国务院关于印发国家环境保护“十二五”规划的通知
                    ",广东,0.5307776927947998,2,-24.022024,25.032814
201110,"关于进一步加大节能工作力度确保完成“十二五”节能任务的意见
                    ",广东,0.589695930480957,3,-15.613736,29.467335
201110,"印发广东省“十二五”期间单位生产总值能源消耗降低指标计划分解方案的通知
                    ",广东,0.5761284232139587,5,-17.009989,31.177612
201108,"关于建设生态景观林带构建区域生态安全体系的意见
                    ",广东,0.5083974599838257,5,-49.89764,8.2068205
201108,"印发广东省环境保护和生态建设“十二五”规划的通知
                    ",广东,0.5389262437820435,2,-24.026123,24.370558
201107,"转发国务院办公厅转发发展改革委财政部交通运输部关于进一步完善投融资政策促进普通公路持续健康发展若干意见的通知
                    ",广东,0.5040571093559265,5,-7.720634,-32.46899
201106,"关于建立广东省清洁生产联席会议制度的通知
                    ",广东,0.508556067943573,5,-1.1958725,-49.31513
201101,"印发广东省应对气候变化方案的通知
                    ",广东,0.5161759257316589,4,-20.711018,28.333828
201105,"关于加强和改进政府服务促进企业转型升级的若干意见
                    ",广东,0.5165463089942932,4,7.4373975,2.1132722
201104,"关于建立省淘汰落后产能工作联席会议的通知
                    ",广东,0.5242074131965637,5,-1.3296633,-48.677532
201010,"印发广东省进一步加强淘汰落后产能工作实施方案的通知
                    ",广东,0.569408655166626,5,22.92482,-2.8227289
201010,"关于印发省核电建设联席会议第一次会议纪要的通知
                    ",广东,0.5318891406059265,5,23.400614,3.8666909
201009,"转发省经济和信息化委关于加快推行合同能源管理促进节能服务产业发展实施意见的通知
                    ",广东,0.5680610537528992,3,-11.495579,29.28672
201009,"关于建立省“西电东送”工作联席会议制度的通知
                    ",广东,0.5160749554634094,5,23.030895,3.1906664
201008,"关于建立广东省核电建设联席会议制度的通知
                    ",广东,0.5010485649108887,5,23.304216,3.5876558
201008,"关于进一步加大工作力度确保完成“十一五”节能减排任务的通知
                    ",广东,0.6140065789222717,3,-16.366259,29.342657
201008,"印发《珠江三角洲环境保护一体化规划（2009-2020年）》的通知
                    ",广东,0.5172205567359924,2,-23.678484,22.859228
201008,"印发《珠江三角洲基础设施建设一体化规划（2009-2020年）》的通知
                    ",广东,0.5015023946762085,5,-11.036209,-12.489664
201007,"转发国务院办公厅转发环境保护部等部门关于推进大气污染联防联控工作改善区域空气质量指导意见的通知
                    ",广东,0.5177420973777771,2,-28.841812,17.502712
201006,"关于成立省应对气候变化及节能减排工作领导小组的通知
                    ",广东,0.556553840637207,5,0.34742177,-50.293076
201004,"关于调整省节能减排工作领导小组组成人员的通知
                    ",广东,0.5671263933181763,5,0.51217496,-50.340458
201003,"印发广东省电动汽车发展行动计划的通知
                    ",广东,0.5251838564872742,5,12.590518,19.614334
201003,"转发省经济和信息化委关于促进再生资源产业健康发展意见的通知
                    ",广东,0.5500495433807373,5,-18.113596,23.414865
200911,"转发国务院批转发展改革委等部门关于抑制部分行业产能过剩和重复建设引导产业健康发展若干意见的通知
                    ",广东,0.566074550151825,4,10.595816,-1.035753
200911,"印发广东省装备制造业调整和振兴规划实施意见的通知
                    ",广东,0.5003147125244141,4,8.258751,-1.4950613
200904,"关于积极应对国际金融危机保持外经贸稳定发展的意见
                    ",广东,0.5099448561668396,4,11.545837,2.0694072
200812,"印发广东省深入开展全民节能行动实施方案的通知
                    ",广东,0.5549268126487732,3,-13.91631,27.878674
200812,"转发国务院办公厅关于转发发展改革委等部门奶业整顿和振兴规划纲要的通知
                    ",广东,0.5027267932891846,5,11.19605,-1.3728497
200809,"转发国务院办公厅关于印发2008年节能减排工作安排的通知
                    ",广东,0.6500865817070007,3,-16.638702,28.869986
200809,"转发国务院办公厅关于深入开展全民节能行动的通知
                    ",广东,0.5720027089118958,3,-13.695772,27.841248
200808,"转发国务院批转发展改革委电监会关于加强电力系统抗灾能力建设若干意见的通知
                    ",广东,0.5542336106300354,5,27.9028,8.579478
200807,"广东省人民政府办公厅转发省经贸委关于加强当前全省煤电油运供应保障工作意见的通知
                    ",广东,0.564083993434906,5,29.111288,8.565224
200806,"广东省人民政府办公厅转发省信息产业厅经贸委关于加快推进我省信息化与工业化融合意见的通知
                    ",广东,0.5159715414047241,4,5.981903,1.1749793
200806,"广东省人民政府办公厅转发省发展改革委关于2008年经济体制改革意见的通知
                    ",广东,0.530207097530365,4,9.660878,2.1318781
200805,"印发广东省固定资产投资项目节能评估和审查暂行办法的通知
                    ",广东,0.5550109148025513,3,-5.5613704,35.734783
200805,"广东省人民政府办公厅印发广东省“十一五”主要污染物总量减排考核办法的通知
                    ",广东,0.5457621812820435,2,-25.029589,28.753939
200804,"广东省人民政府办公厅印发广东省单位GDP能耗考核体系实施方案的通知
                    ",广东,0.5503863096237183,3,-17.747578,31.671103
200803,"印发广东省机动车排气污染防治实施方案的通知
                    ",广东,0.5322970151901245,2,-29.05288,20.255379
200803,"印发广东省保障电力供应及安全工作方案的通知
                    ",广东,0.5196985006332397,5,28.121227,9.038256
200802,"印发广东省加快输电网工程建设激励办法（试行）的通知
                    ",广东,0.5021458864212036,5,25.61723,9.712095
200802,"转发国务院关于印发国家环境保护“十一五”规划的通知
                    ",广东,0.5582427978515625,2,-23.588446,25.69806
200801,"转发国务院批转节能减排统计监测及考核实施方案和办法的通知
                    ",广东,0.6064094305038452,2,-18.564589,31.074478
200712,"印发广东省“十一五”主要污染物总量减排工作方案的通知
                    ",广东,0.5617060661315918,2,-23.42339,28.150377
200711,"关于加快广东省电网建设的若干意见
                    ",广东,0.5262603163719177,5,25.771847,9.879302
200711,"广东省人民政府办公厅印发广东省主要矿产资源开发整合总体方案的通知
                    ",广东,0.5051658153533936,6,53.69164,-7.832521
200710,"转发国务院办公厅关于建立政府强制采购节能产品制度的通知
                    ",广东,0.5452571511268616,5,-12.658537,29.381668
200710,"印发广东省关停和淘汰落后钢铁生产能力实施方案的通知
                    ",广东,0.508567214012146,5,22.772856,-3.6990159
200709,"关于加快推进清洁生产工作的意见
                    ",广东,0.5561277866363525,5,-18.604868,23.620646
200707,"印发广东省节能减排综合性工作方案的通知
                    ",广东,0.6386093497276306,3,-18.00431,29.441269
200707,"转发国务院关于印发节能减排综合性工作方案的通知
                    ",广东,0.6468062400817871,3,-17.031048,28.724644
200706,"关于促进我省产业结构调整的实施意见
                    ",广东,0.6043333411216736,4,9.343673,-0.9369846
200705,"印发2007年广东省建设节约型社会发展循环经济工作要点的通知
                    ",广东,0.5702621340751648,3,-17.241983,27.352411
200705,"关于印发广东省环境保护与生态建设“十一五”规划的通知
                    ",广东,0.5302488803863525,2,-24.112997,24.127678
200703,"印发广东省小火电机组关停实施方案的通知
                    ",广东,0.5549635887145996,5,23.362442,-1.5821086
200703,"转发国务院办公厅转发国土资源部等部门对矿产资源开发进行整合意见的通知
                    ",广东,0.5441197752952576,6,53.389668,-7.7396026
200702,"转发省信息产业厅省经贸委关于进一步推进企业信息化促进经济增长方式转变意见的通知
                    ",广东,0.5636903643608093,4,6.3950577,1.5827137
200701,"转发国务院办公厅关于开展全国主体功能区划规划编制工作的通知
                    ",广东,0.5065047144889832,5,-11.522058,-13.018525
200611,"关于进一步加强我省节能工作的意见
                    ",广东,0.5913494229316711,3,-14.915489,29.108608
200608,"转发国务院办公厅转发商务部等部门关于“十一五”期间加快转变机电产品出口增长方式意见的通知
                    ",广东,0.5107859969139099,5,11.578797,0.87947035
200607,"转发国务院办公厅转发建设部等部门关于调整住房供应结构稳定住房价格意见的通知
                    ",广东,0.5560480356216431,5,7.263171,-46.459583
200606,"转发国家发展改革委等部门关于加强政府机构节约资源工作的通知
                    ",广东,0.5450006127357483,5,-15.380611,26.531624
200606,"转发广东省电信有限公司关于广东电信全力服务信息化推进信息强省建设的报告的通知
                    ",广东,0.5054879784584045,5,5.691815,2.4279888
200606,"转发国务院关于加快推进产能过剩行业结构调整的通知
                    ",广东,0.641767144203186,4,10.074494,-1.0709002
200603,"转发国务院关于落实科学发展观加强环境保护决定的通知
                    ",广东,0.5656090974807739,2,-34.10524,4.847307
200512,"转发国务院办公厅转发发展改革委等部门关于制止铜冶炼行业盲目投资若干意见的通知
                    ",广东,0.510086178779602,5,27.332043,-19.621666
200512,"转发国务院关于促进煤炭工业健康发展若干意见的通知
                    ",广东,0.5472366213798523,6,52.371506,-3.7373407
200509,"转发国务院关于全面整顿和规范矿产资源开发秩序的通知
                    ",广东,0.5126094818115234,6,53.071163,-5.20281
200509,"转发国务院办公厅转发发展改革委等部门关于加强钨锡锑行业管理意见的通知
                    ",广东,0.5000907778739929,5,28.030762,-19.286407
200509,"转发国务院办公厅关于进一步推进墙体材料革新和推广节能建筑的通知
                    ",广东,0.5445816516876221,1,-11.192031,1.7801344
200509,"关于建设节约型社会发展循环经济的若干意见
                    ",广东,0.5570583343505859,4,-17.044285,25.48553
200508,"转发省经贸委关于加强节电管理工作意见的通知
                    ",广东,0.5505224466323853,5,-13.913228,29.344767
200507,"转发国务院关于做好建设节约型社会近期重点工作的通知
                    ",广东,0.5360099077224731,4,-16.26568,26.415327
200504,"转发国务院办公厅关于电站项目清理及近期建设安排有关工作的通知
                    ",广东,0.5654067993164062,5,24.969147,5.8692575
200502,"印发《珠江三角洲环境保护规划纲要（２００４－２０２０年）》的通知
                    ",广东,0.5065044164657593,2,-23.968689,23.062616
200502,"关于印发广东省工业产业结构调整实施方案（修订版）的通知
                    ",广东,0.5608118176460266,4,8.703518,-1.0162697
200412,"转发国务院批转发展改革委关于坚决制止电站项目无序建设意见的紧急通知
                    ",广东,0.5470937490463257,5,25.002392,5.728921
200412,"关于推动我省高新技术产业持续快速健康发展的意见
                    ",广东,0.5044327974319458,4,5.588026,0.12665097
200411,"转发省信息产业厅关于进一步推进我省企业信息化建设的指导意见的通知
                    ",广东,0.5033848285675049,4,5.937265,1.519597
200410,"转发国务院关于投资体制改革的决定的通知
                    ",广东,0.514613687992096,5,9.670552,2.2232618
200408,"转发省经贸委关于广东省开展资源节约活动工作意见的通知
                    ",广东,0.5147269368171692,4,-15.811759,25.92789
200407,"转发国务院办公厅关于做好电力迎峰度夏工作的通知
                    ",广东,0.57186359167099,5,29.029903,9.909214
200406,"关于在全省开展节能降耗节约用电工作的通知
                    ",广东,0.5921100974082947,3,-14.222105,29.801073
200406,"转发国务院办公厅关于开展资源节约活动的通知
                    ",广东,0.5475150346755981,4,-15.1466055,25.733578
200405,"转发省环保局等单位关于开展整治违法排污企业保障群众健康等环保专项行动工作方案的通知
                    ",广东,0.5074833631515503,2,-38.659744,0.26821926
200405,"转发国务院办公厅关于清理固定资产投资项目的通知
                    ",广东,0.5299919247627258,5,25.18334,-22.260136
200402,"印发省发展改革委关于广东省２００４—２００６年改造农村电网降低农村居民电价实施方案的通知
                    ",广东,0.5253241062164307,5,25.644917,16.124468
200402,"转发国务院办公厅关于加强电力安全工作的通知
                    ",广东,0.50278240442276,5,27.613035,9.88133
200401,"转发国务院办公厅转发发展改革委等部门关于制止钢铁电解铝水泥行业盲目投资若干意见的通知
                    ",广东,0.516508936882019,5,27.045164,-19.776056
200401,"印发广东省发展和改革委员会职能配置内设机构和人员编制规定的通知
                    ",广东,0.5035065412521362,5,33.8469,-27.853945
200309,"转发国务院关于促进房地产市场持续健康发展的通知
                    ",广东,0.5288304686546326,5,6.6685095,-46.596317
200308,"转发国务院办公厅关于深化安全生产专项整治工作的通知
                    ",广东,0.5055873990058899,6,54.151154,-3.779902
200307,"关于做好全省采石场整治和复绿工作的通知
                    ",广东,0.5042300820350647,5,-46.758987,8.971849
200306,"印发关于加快推进广东新型工业化的意见的通知
                    ",广东,0.5082679986953735,4,6.4325967,0.39235482
200305,"转发国务院办公厅关于认真做好电力供应有关工作的通知
                    ",广东,0.5476040840148926,5,28.418064,9.785645
